name,vr,teff,logg,feh,teffm,loggm,fehm,ca4227,g4300,hgama,hgamf,fe4383,ca4455,fe4531,fe4668,hbeta,fe5015,mg1,mg2,mgb,fe5270,fe5335,fe5406,fe5709,fe5782,nad,tio1,tio2,sp_type,spec,q_sp_type,q_logg,q_feh,q_vr,logg_m,feh_m
HD019476,30.24,4954,3.06,0.15,4852,2.93,0.14,0.624,6.5374,-8.2962,-2.4774,6.1133,1.4629,3.588,7.002,1.7754,6.3828,0.0616,0.176,2.9663,3.3302,2.7346,1.7889,1.2533,0.7664,2.1297,0.002,0.0148,G9.5IIIb,G,C,1,3,0,2.93,0.14
HD019648,-1.04,6666,4.31,0,6890,4.33,-0.17,0.396,1.7315,2.7714,3.2957,0.9338,0.4092,1.9509,0.9922,4.0157,3.1247,0.0099,0.0533,0.9076,1.1856,0.9838,0.4219,0.294,0.1255,0.9081,0.0097,0.0035,F3V,F,C,1,0,0,4.33,-0.17
HD019994,19.22,6094,4.07,0.16,5995,3.93,0.1,0.5729,3.9386,-0.7394,1.4855,2.3443,0.6398,2.451,2.8417,3.3787,4.0902,0.0135,0.0838,1.775,1.818,1.4531,0.7344,0.5461,0.3841,1.4036,0.004,0.0059,F8.5V,F,C,1,4,0,3.93,0.1
HD019994,19.2,6094,4.07,0.16,5969,3.92,0.08,0.5478,4.0217,-0.7421,1.494,2.3856,0.6364,2.4737,2.8241,3.3935,4.0728,0.0137,0.0836,1.7761,1.7868,1.4436,0.7567,0.5809,0.3764,1.5085,0.004,0.0062,F8.5V,F,C,1,4,0,3.92,0.08
HD020039,-15.83,5372,4.36,-0.42,5237,3.59,-0.77,0.8264,5.6215,-4.8443,-1.3278,3.138,0.5966,2.3067,1.5238,1.5371,3.0069,0.0253,0.1142,2.5732,1.673,1.3054,0.8479,0.5558,0.2319,0.8096,0.0026,0.0032,G6,G,D,1,0,0,3.59,-0.77
HD020468,1.04,4267,1.07,-0.19,4431,1.29,0.11,1.2591,7.5581,-10.8191,-2.8291,7.6546,2.2084,5.0305,9.0512,1.4845,8.6675,0.1288,0.2392,2.4726,4.3271,3.5903,2.7373,1.5137,1.3345,3.1489,0.0086,0.0524,K2IIbCN0.5,K,B,1,2,0,1.29,0.11
HD020512,6.21,5193,3.59,-0.2,5237,3.74,-0.18,0.9011,5.8704,-5.9767,-1.7027,4.5895,0.9062,2.8024,4.0628,1.7587,4.0655,0.0412,0.1503,3.1667,2.4014,1.9677,1.2177,0.8527,0.4626,1.558,0.0053,0.0063,G8V,G,C,1,2,0,3.74,-0.18
HD020512,14.01,5193,3.59,-0.2,5229,3.71,-0.18,0.8786,5.8479,-5.908,-1.7077,4.4239,0.9355,2.7237,4.1913,1.7487,4.145,0.0409,0.1517,3.1721,2.4415,1.9508,1.2242,0.8291,0.4345,1.3528,0.002,0.0065,G8V,G,C,1,2,0,3.71,-0.18
HD022049,16.23,5089,4.55,-0.1,5125,4.73,0,2.0295,5.6559,-8.3214,-2.5177,6.535,1.2118,3.6711,3.9404,1.1997,4.731,0.0847,0.2878,5.475,3.5806,2.9643,1.9986,0.9766,0.6156,2.9146,0.0045,0.0081,K2V,K,B,1,4,0,4.73,0
HD022211,-11.28,5763,4.09,-0.3,6985,4.42,-0.13,0.5168,4.1451,-1.6176,1.1441,2.5169,0.7123,2.616,2.326,3.0813,4.4384,0.0133,0.0691,1.0603,1.7062,1.4149,0.6926,0.5391,0.3513,1.0089,0.0045,0.0055,G0,G,E,1,0,0,4.42,-0.13
HD022484,27.94,5989,4.1,-0.07,5891,3.9,-0.12,0.5396,4.162,-1.2717,1.03,2.1373,0.5007,2.2677,2.0202,2.9774,3.4535,0.0129,0.0799,1.7524,1.611,1.2598,0.6634,0.4758,0.3047,1.1993,-0.0004,0.0048,F9IV-V,F,B,1,4,0,3.9,-0.12
HD022484,27.95,5989,4.1,-0.07,5893,3.9,-0.12,0.5311,4.1673,-1.2861,1.0268,2.1473,0.4978,2.3081,2.0297,2.9778,3.4512,0.0131,0.0795,1.7448,1.6016,1.2561,0.6864,0.5005,0.2992,1.1885,-0.0005,0.0046,F9IV-V,F,B,1,4,0,3.9,-0.12
HD022556,-6.23,6155,4.2,-0.17,6010,4.29,-0.05,0.7495,3.6585,-0.7555,1.3299,2.2472,0.6106,2.3373,2.2545,3.0852,3.5451,0.0191,0.1013,2.2077,1.804,1.4581,0.788,0.5639,0.2698,1.5558,0.0089,0.0024,F8,F,E,1,2,0,4.29,-0.05
HD022879,120.19,5841,4.27,-0.84,5862,4.19,-0.81,0.4199,3.6619,-0.9025,0.9611,1.3804,0.2069,1.4014,0.5005,2.5515,1.9771,0.011,0.075,1.8935,0.9569,0.7746,0.373,0.2337,0.0496,0.8659,0.0006,0.0016,G0VmF2,G,C,1,4,0,4.19,-0.81
HD023183,78.38,4726,1.75,-0.5,4820,2.43,-0.26,0.5107,7.0977,-7.9498,-2.6414,4.9727,1.1411,3.4959,5.0416,1.4161,5.4706,0.0601,0.1484,2.4267,2.7427,2.2182,1.4882,1.0992,0.6521,1.5489,0.0045,0.0146,G8III,G,C,1,1,0,2.43,-0.26
HD023439A,58.12,5045,4.4,-1.1,4862,4.65,-0.88,2.5994,5.4851,-7.2244,-2.6474,4.5754,0.8484,3.0657,1.1743,0.569,3.4106,0.1672,0.3687,6.422,2.6038,2.1074,1.3735,0.5852,0.1998,2.3398,0.003,0.0006,K2:V_Fe-1.3,K,C,1,3,0,4.65,-0.88
HD023862,4.5,12517,3.82,0,34536,3.17,0,-0.0901,-1.9034,6.2205,4.4976,-0.4397,0.2061,-0.2234,0.1112,1.5304,-0.1915,0.0269,0.0101,-0.3314,-0.0089,0.0423,0.0453,-0.0243,0.0144,-0.139,0.0037,0.0036,B8Vne,B,C,1,0,0,3.17,0
HD023862,4.5,12517,3.82,0,34741,3.41,0.06,-0.1177,-1.9377,6.2611,4.4929,-0.5911,0.1632,-0.1555,-0.0001,1.4475,-0.2084,0.0308,0.0129,-0.3294,0.0397,0.0598,0.0029,-0.0595,0.0264,-0.1148,0.0049,0.0027,B8Vne,B,C,1,0,0,3.41,0.06
HD023862,4.5,12517,3.82,0,34359,3.15,-0.01,-0.0974,-1.8933,6.2392,4.505,-0.4547,0.2099,-0.2273,0.1551,1.5314,-0.1549,0.0266,0.0099,-0.3482,-0.0201,0.052,0.0644,-0.0204,0.0068,-0.1273,0.0028,0.0038,B8Vne,B,C,1,0,0,3.15,-0.01
HD023862,4.5,12517,3.82,0,34437,3.15,-0.01,-0.0924,-1.9166,6.1608,4.4508,-0.4809,0.1962,-0.2011,0.1363,1.4345,-0.1838,0.0278,0.0103,-0.3337,0.0455,0.0596,0.0335,-0.0169,-0.0101,-0.0569,0.007,0.0038,B8Vne,B,C,1,0,0,3.15,-0.01
HD023862,4.5,12517,3.82,0,34476,3.15,-0.01,-0.0812,-1.9189,6.1518,4.4509,-0.4866,0.1788,-0.2369,0.1305,1.4272,-0.2118,0.0276,0.0097,-0.342,0.0153,0.0478,0.0328,-0.0153,-0.0164,-0.041,0.0074,0.0042,B8Vne,B,C,1,0,0,3.15,-0.01
HD023862,4.5,12517,3.82,0,34196,3.2,0.01,-0.0997,-1.9266,6.189,4.4501,-0.5266,0.1889,-0.1853,0.1031,1.4191,-0.2346,0.0289,0.0113,-0.3597,0.0186,0.046,0.0278,-0.0459,0.0256,-0.1865,0.0033,0.0026,B8Vne,B,C,1,0,0,3.2,0.01
HD023862,4.5,12517,3.82,0,34388,3.16,-0.01,-0.0887,-1.919,6.1667,4.4426,-0.4855,0.1969,-0.1966,0.1086,1.4192,-0.2467,0.0282,0.0108,-0.346,0.0212,0.0512,0.0349,-0.0317,0.0188,-0.2086,0.0027,0.0029,B8Vne,B,C,1,0,0,3.16,-0.01
HD024040,-11.47,5579,4.1,0.1,5716,4.02,0.16,0.7291,5.0343,-3.4229,-0.093,3.4777,0.7911,2.7132,4.22,2.719,4.3824,0.0272,0.125,2.7895,2.2529,1.7199,1.0106,0.6915,0.4936,1.3303,-0.0033,0.0036,G1,G,D,1,0,0,4.02,0.16
HD024053,4.11,5723,4.4,0.04,5700,4.37,0.1,1.0259,4.9413,-3.9034,-0.3337,3.7931,0.8572,2.7109,3.5532,2.4992,4.2552,0.0201,0.1369,3.14,2.3755,1.8926,1.1491,0.6119,0.4014,1.2898,0.003,0.0028,G0,G,E,1,2,0,4.37,0.1
HD024534,15,26303,3.03,0,31079,2.9,-0.04,-0.0961,-0.1466,0.2425,0.0781,0.2193,0.3951,0.0244,1.2483,-1.6201,-0.1663,0.0133,-0.0011,-0.0065,-0.0932,0.06,0.0261,0.0034,0.0265,0.5722,-0.0027,0.0016,O9.5III,O,C,1,0,0,2.9,-0.04
HD024534,15,26303,3.03,0,30942,2.88,-0.04,-0.1095,-0.1589,0.2419,0.0722,0.1974,0.3852,0.0388,1.2237,-1.659,-0.244,0.0136,-0.0005,-0.0156,-0.0569,0.0472,-0.0099,-0.0064,0.0233,0.579,-0.0011,0.002,O9.5III,O,C,1,0,0,2.88,-0.04
HD024552,16.03,5803,4.33,-0.05,5832,4.29,-0.05,0.8171,4.3786,-2.4973,0.3899,2.8865,0.6635,2.3846,2.5231,2.7784,3.6268,0.0184,0.1104,2.5335,1.8836,1.4773,0.8447,0.6213,0.292,1.2183,0.0086,0.0033,G1V,G,C,1,0,0,4.29,-0.05
HD025329,-25.71,4792,4.63,-1.77,5036,4.48,-1.42,1.5656,5.9139,-6.4866,-2.8207,3.3894,0.3666,1.8519,0.147,0.7556,1.8766,0.0885,0.2362,4.6038,1.664,1.3929,0.8233,0.2654,-0.0036,2.1516,0.0021,-0.0016,K1VbFe-2,K,C,1,3,0,4.48,-1.42
HD025457,17.45,6204,4.3,-0.03,6196,4.22,-0.06,0.5855,2.6426,0.8443,2.2619,1.8014,0.5342,2.1409,1.7587,3.5226,3.3357,0.0043,0.0732,1.6687,1.453,1.2625,0.6422,0.4592,0.2243,0.9723,0.0052,0.0053,F7V,F,C,1,2,0,4.22,-0.06
HD025457,17.45,6204,4.3,-0.03,6206,4.23,-0.05,0.5836,2.6149,0.9164,2.2628,1.6824,0.4739,2.1869,1.7082,3.5157,3.3564,0.0074,0.0762,1.6538,1.4895,1.3026,0.6067,0.4422,0.2671,1.0534,0.0061,0.004,F7V,F,C,1,2,0,4.23,-0.05
HD025621,-18.38,6243,3.93,0.01,6185,3.92,-0.03,0.478,2.8566,1.0959,2.4115,1.4605,0.4686,2.2826,1.6401,3.6329,3.5912,0.0072,0.0617,1.2474,1.473,1.1819,0.5806,0.4249,0.2727,0.7349,0.0021,0.0046,F6V,F,C,1,2,0,3.92,-0.03
HD025621,-18.41,6243,3.93,0.01,6190,3.92,-0.02,0.4771,2.829,1.1098,2.4233,1.4509,0.4728,2.2961,1.649,3.6164,3.5873,0.0066,0.0618,1.259,1.4793,1.1818,0.5725,0.4208,0.2603,0.7418,0.0025,0.0051,F6V,F,C,1,2,0,3.92,-0.02
HD025621,-18.13,6243,3.93,0.01,6211,3.93,-0.01,0.3959,2.728,1.1268,2.3886,1.3737,0.498,2.3156,1.7142,3.6481,3.4722,0.0126,0.0642,1.2037,1.4843,1.2354,0.4831,0.349,0.2305,1.242,0.0162,0.0045,F6V,F,C,1,2,0,3.93,-0.01
HD026297,13.36,4449,1.03,-1.76,4445,0.83,-1.86,0.5144,6.1202,-5.0338,-1.3684,1.9421,0.4353,2.2941,0.7019,0.9982,2.9637,0.0238,0.0648,0.7806,1.4501,1.0652,0.6038,0.4957,0.0935,0.4993,0.0086,0.0068,G5/6IVw,G,D,1,3,0,0.83,-1.86
HD026462,38.58,6809,4.1,0.06,6716,3.95,0.05,0.3133,0.2258,5.9742,5.0124,0.122,0.308,1.7695,0.663,5.2878,2.8372,-0.0009,0.0415,0.7707,1.0881,0.9425,0.3666,0.2797,0.1265,0.807,0.0053,0.0036,F4V,F,C,1,0,0,3.95,0.05
HD026462,38.56,6809,4.1,0.06,6724,3.94,0.05,0.3262,0.2799,5.9622,4.9977,0.1045,0.2919,1.7456,0.6818,5.2845,2.8779,-0.0005,0.0418,0.7645,1.0896,0.9397,0.3583,0.2885,0.1271,0.8397,0.0054,0.0038,F4V,F,C,1,0,0,3.94,0.05
HD026630,26.45,5327,1.38,-0.04,5574,1.2,-0.07,0.45,5.4648,-3.499,0.7718,3.316,1.1019,4.0241,3.8034,3.0439,7.3289,0.0253,0.0803,0.5145,2.5951,2.1566,1.2678,0.9741,0.4516,1.3151,0.0179,0.0128,G0Ib,G,B,1,2,0,1.2,-0.07
HD027022,-19.61,5277,2.45,0.13,5230,2.86,-0.09,0.4606,5.7364,-5.1683,-0.8463,3.886,1.0453,3.1666,4.0336,2.1306,5.2264,0.0287,0.1043,1.8325,2.4205,1.8971,1.1843,0.9158,0.474,1.809,0.0101,0.005,G4III,G,B,1,2,0,2.86,-0.09
HD027340,3.13,7800,3.57,-1.56,8148,3.64,-1.79,0.1579,-2.1927,12.4436,8.3525,-2.0676,-0.0478,0.7328,-0.3879,8.0129,0.8609,-0.01,0.0225,0.6944,0.411,0.3232,0.0681,0.0472,-0.0163,0.7022,0.0033,0.0015,A3IV/V,A,D,1,0,0,3.64,-1.79
HD027348,-26.79,4893,2.72,-0.01,4939,2.86,0.05,0.4862,6.4479,-7.5576,-2.1376,5.4111,1.325,3.4327,6.1975,1.823,6.0412,0.0499,0.1513,2.5616,3.0766,2.4725,1.6459,1.216,0.6954,1.9946,0.011,0.0117,G8+IIIb,G,B,1,2,0,2.86,0.05
HD028005,34.69,5900,4.2,0.26,5671,4.07,0.29,0.6259,5.0681,-3.7594,-0.2763,3.9956,0.91,2.8167,5.5587,2.7872,4.8378,0.0404,0.1465,3.0794,2.5064,1.9744,1.164,0.8284,0.5473,2.1564,-0.0035,0.0038,G0,G,E,1,2,0,4.07,0.29
HD012235,-12.1,6061,4.29,0.24,5859,3.9,0.18,0.5476,4.4784,-1.8372,0.8351,2.8189,0.8105,2.5844,4.1073,3.2096,4.3788,0.0233,0.1027,2.0765,2.0436,1.7179,0.8169,0.6434,0.4034,1.6934,0.0111,0.0036,G2IV,G,C,1,2,0,3.9,0.18
HD028099,38.58,5778,4.27,0.07,5719,4.35,0.19,0.952,5.0508,-3.6785,-0.0602,3.9094,0.9467,2.8813,3.9309,2.7623,4.6637,0.0251,0.1415,3.1151,2.3967,1.8523,1.1525,0.7371,0.4685,1.6185,0.0011,0.001,G2+V,G,C,1,0,0,4.35,0.19
HD028343,-35.61,4284,4.6,0.01,3867,4.59,0.08,4.7195,3.9908,-7.83,-2.8446,6.1968,1.6867,5.8284,1.6969,-0.9172,5.4047,0.3672,0.4872,4.5952,4.6127,4.6266,3.2675,0.593,1.0179,11.0064,0.0458,0.1285,M0.5V,M,C,1,0,0,4.59,0.08
HD028946,-46.19,5288,4.55,-0.03,5397,4.59,-0.11,1.398,5.5674,-6.4579,-1.9266,4.8635,0.9638,2.9063,3.3542,1.7369,3.9012,0.0424,0.2009,4.4411,2.7207,2.1394,1.4637,0.697,0.5045,2.0871,0.0007,0.0048,G9V,G,C,1,2,0,4.59,-0.11
HD029139,53.81,3880,1.1,-0.13,3886,1.8,0.05,4.3853,6.0787,-11.0766,-3.2166,8.6344,2.5258,5.4676,8.167,0.6777,7.1957,0.2473,0.4299,4.7016,4.0796,4.1977,3.0681,1.2374,1.4729,4.8776,0.0974,0.2526,K5+III,K,B,1,4,0,1.8,0.05
HD029310,44.84,5796,4.2,0.08,5917,4.32,0.14,0.7881,4.1072,-1.562,1.0943,2.9073,0.7696,2.7692,2.9904,3.1557,4.2632,0.0257,0.12,2.4575,2.0838,1.728,0.9726,0.6962,0.3792,1.8381,0.0074,0.007,G0,G,E,1,2,0,4.32,0.14
HD029391,10.29,7256,4.13,0,7452,4.26,-0.09,0.24,-0.6119,8.0675,6.0584,-0.7215,0.1243,1.5579,0.1102,6.1593,2.2708,-0.0042,0.0351,0.6556,0.9879,0.7919,0.2978,0.1292,0.1205,0.662,0.0023,0.0037,F0IV,F,C,1,0,0,4.26,-0.09
HD029391,14.35,7256,4.11,-0.1,7468,4.27,-0.07,0.2247,-0.6083,8.127,6.086,-0.7343,0.1361,1.5947,0.1504,6.1549,2.2895,-0.0038,0.0354,0.6562,1.0106,0.7671,0.2993,0.1129,0.1135,0.6568,0.0011,0.0033,F0IV,F,C,1,0,0,4.27,-0.07
HD029574,19.47,4186,0.12,-1.9,4345,0.49,-1.83,0.6234,5.4979,-4.2786,-0.5349,1.9956,0.5671,2.7238,1.0523,1.2103,3.5376,0.027,0.0782,0.8275,1.6895,1.3043,0.7607,0.5567,0.171,0.8943,0.0125,0.0126,G8/K0IIIwF7,G,D,1,3,0,0.49,-1.83
HD029697,1.24,4454,4.5,-0.04,4427,4.53,-0.25,3.7308,5.0196,-10.0163,-3.5882,7.3523,1.5223,4.9071,2.6634,-0.5052,4.8423,0.244,0.426,5.2555,4.3777,3.9328,2.823,0.9505,0.8604,5.9214,0.0104,0.0354,K4V,K,C,1,2,0,4.53,-0.25
HD030495,21.64,5835,4.38,-0.06,5770,4.31,-0.03,0.8081,3.9099,-2.8196,0.281,2.6985,0.6157,2.5276,2.4556,2.4335,3.5801,0.0349,0.1403,2.6886,2.1553,1.7826,0.9053,0.6264,0.4054,1.4315,0.0091,0.0056,G2.5IV-V,G,B,1,2,0,4.31,-0.03
HD030562,76.97,5860,4.03,0.17,5792,3.94,0.17,0.7341,4.5291,-2.4846,0.5291,3.1752,0.7783,2.6844,3.7578,2.9381,4.432,0.0186,0.1067,2.3592,2.1251,1.6733,0.9556,0.6155,0.4592,1.5207,0.0083,0.0063,G2IV,G,C,1,4,0,3.94,0.17
HD030562,76.96,5860,4.03,0.17,5791,3.95,0.17,0.7228,4.5041,-2.4464,0.5473,3.1674,0.7591,2.7538,3.7321,2.9268,4.4679,0.0175,0.1071,2.3757,2.1439,1.6986,0.9653,0.6331,0.4671,1.5144,0.0077,0.0056,G2IV,G,C,1,4,0,3.95,0.17
HD030834,-17.03,4115,1.73,-0.21,4256,1.49,-0.16,2.1394,6.4305,-9.9272,-2.7314,7.163,2.0439,4.4443,5.6982,0.915,6.6134,0.1347,0.2626,3.3258,3.7493,3.3011,2.4858,1.5434,1.1265,3.4199,0.0267,0.0488,K3-IIIBa0.4,K,B,1,2,0,1.49,-0.16
HD031293,9.43,9804,4.08,-99,10168,4.38,-0.14,0.0988,-3.1054,11.7894,7.6195,-2.1258,-0.1495,0.2194,-0.4629,4.2683,0.1037,0.0052,0.0069,0.0728,0.0664,0.0585,-0.0347,-0.0654,0.0886,-0.0837,0.0016,0.0027,A0Ve,A,C,0,-1,0,4.38,-0.14
HD032147,21.36,4821,4.37,0.27,4529,4.44,0.11,3.1573,5.4155,-10.2115,-3.5115,8.1323,1.8516,4.6853,6.2904,0.5344,6.0334,0.2469,0.4742,6.7524,4.5496,4.182,2.9595,1.2055,0.9324,6.7349,0.012,0.0186,K3+V,K,C,1,4,0,4.44,0.11
HD033256,10.2,6240,3.97,-0.33,6236,3.97,-0.32,0.2769,1.6724,2.6539,3.0213,0.6117,0.2529,1.6952,0.581,3.7896,2.4444,0.0054,0.0466,0.9264,1.0152,0.8882,0.347,0.249,0.1199,0.8109,0.0073,0.0059,F5.5VkF4mF2,F,C,1,3,0,3.97,-0.32
HD033256,10.2,6240,3.97,-0.33,6224,3.97,-0.33,0.3104,1.6973,2.659,3.0768,0.5928,0.2456,1.6876,0.5687,3.7864,2.4154,0.0058,0.0482,0.9224,0.9982,0.8911,0.371,0.2551,0.1176,0.7761,0.0071,0.0064,F5.5VkF4mF2,F,C,1,3,0,3.97,-0.33
HD033313,35.16,6455,4.27,-0.2,6108,4.11,-0.45,0.3905,2.3738,1.64,2.4849,0.8367,0.2799,1.5601,0.4721,3.4434,2.2513,0.0061,0.0544,1.2351,1.0356,0.8217,0.3928,0.2965,0.0841,0.9312,0.0012,0.0024,F8,F,E,1,0,0,4.11,-0.45
HD033608,28.43,6503,4.06,0.22,6363,3.97,0.12,0.4933,2.1065,2.5847,3.2408,1.2148,0.5265,2.2614,1.9142,4.2329,3.7786,0.0054,0.0627,1.2897,1.5283,1.2009,0.5604,0.4227,0.3012,1.1261,0.0027,0.0049,F5V,F,C,1,2,0,3.97,0.12
HD033608,28.14,6503,4.06,0.22,6366,3.96,0.12,0.4619,2.1341,2.5794,3.2716,1.304,0.4996,2.282,1.9352,4.2374,3.7591,0.0053,0.064,1.3312,1.5055,1.2051,0.5466,0.4407,0.293,1.1139,0.004,0.0046,F5V,F,C,1,2,0,3.96,0.12
HD033751,36.35,4700,2.51,-0.02,4830,2.82,0.06,0.5665,6.11,-7.8032,-2.2971,5.8299,1.4079,3.4634,6.7623,1.5532,6.0377,0.0553,0.1651,2.8346,3.2497,2.6217,1.8935,1.2047,0.8964,2.4269,0.0055,0.0201,K0III,K,C,1,0,0,2.82,0.06
HD033751,37.52,4696,2.6,-0.05,4827,2.83,0.07,0.6789,6.07,-7.9921,-2.34,6.0264,1.3837,3.4791,6.7502,1.5446,5.9928,0.0554,0.1678,2.8636,3.2632,2.6238,1.9106,1.225,0.9358,2.4393,0.0036,0.0211,K0III,K,C,1,0,0,2.83,0.07
HD034078,57.5,36000,4.02,0,34781,3.98,-0.02,-0.05,-0.6211,2.9814,2.6983,0.4329,0.6303,0.3927,2.1867,2.8996,0.4588,0.0083,0.0046,-0.0261,0.0032,-0.0541,0.2109,-0.0301,0.1105,0.6422,0.0014,0.0071,O9.5V,O,C,1,0,0,3.98,-0.02
HD034078,57.5,36000,4.02,0,34745,3.98,-0.02,-0.0424,-0.6284,2.9953,2.7087,0.4307,0.629,0.3962,2.1962,2.8945,0.4878,0.0085,0.0047,-0.0326,0.0061,-0.074,0.2281,-0.0124,0.0924,0.6483,0.0016,0.0073,O9.5V,O,C,1,0,0,3.98,-0.02
HD034411,66.2,5844,4.17,0.05,5756,4.02,0.06,0.7698,4.8193,-2.5115,0.503,3.072,0.7482,2.6489,3.1926,3.0222,4.1884,0.018,0.1107,2.5264,1.9695,1.5878,0.8994,0.6137,0.3508,1.3465,0.0068,0.001,G1.5IV-VFe-1,G,B,1,4,0,4.02,0.06
HD035369,-18.66,4760,2.42,-0.28,4876,2.47,-0.23,0.5928,6.7608,-7.5224,-2.2942,4.5963,1.232,3.4924,4.756,1.561,5.3819,0.0471,0.133,2.2841,2.7709,2.1488,1.5422,0.9825,0.6275,1.7999,0.0154,0.0133,G8+III,G,C,1,2,0,2.47,-0.23
HD035620,30.58,4209,1.68,-0.03,4209,1.92,0.21,2.5668,6.9375,-11.8479,-3.7834,8.8546,2.2618,4.932,10.6731,0.8528,7.4619,0.2071,0.348,3.8137,4.3164,4.0632,2.9987,1.5474,1.4914,4.4661,0.0256,0.0745,K3IIIFe1,K,B,1,3,0,1.92,0.21
HD294165,-54.67,5719,4.07,-0.28,6103,3.96,-0.26,0.5514,2.8625,1.2313,2.3548,0.7705,0.4011,1.8011,0.7754,3.4777,2.7792,0.0041,0.0527,1.1599,1.0408,0.8222,0.4424,0.3788,0.1651,1.1955,0.005,0.0024,F8,F,E,1,0,0,3.96,-0.26
HD036395,8.33,3719,4.8,0.4,3708,4.69,-0.17,4.8696,2.7204,-4.5908,-2.159,3.1742,1.276,4.8914,3.3183,0.0532,4.4978,0.3119,0.4233,3.9989,3.5422,3.2328,2.3463,-0.023,0.5554,10.9184,0.1576,0.3298,M1.5Ve,M,B,1,1,0,4.69,-0.17
HD037160,98.64,4702,2.53,-0.45,4772,2.62,-0.56,0.8687,6.8091,-7.2798,-2.5313,4.4988,1.0405,3.1293,3.6033,1.1548,4.2831,0.0666,0.1637,2.9492,2.3037,1.875,1.2742,0.8831,0.544,1.4598,0.005,0.012,G9.5IIIbFe-2.5,G,B,1,2,0,2.62,-0.56
HD037202,90.14,21307,4.22,0,22582,2.47,-0.2,0.0294,-0.6696,3.3462,2.85,0.4327,0.8286,0.0837,0.4585,1.0291,2.4134,0.0168,0.0182,0.1764,-0.0793,0.2192,-0.1006,-0.2014,-0.0505,0.2285,-0.0002,0.0019,B1IVe_shell,B,C,1,0,0,2.47,-0.2
HD037202,89.62,21307,4.22,0,22631,2.48,-0.19,0.0233,-0.6684,3.3371,2.845,0.4327,0.8207,0.095,0.4613,1.0172,2.4196,0.0174,0.0187,0.1882,-0.0784,0.2317,-0.1001,-0.2088,-0.0486,0.2311,-0.0003,0.0015,B1IVe_shell,B,C,1,0,0,2.48,-0.19
HD037742,999.99,32000,3.23,0,32390,3.3,-0.02,-0.0404,-0.3701,1.8349,1.8254,0.134,0.5794,0.3913,1.2488,1.6646,0.3815,0.0205,0.0208,-0.0007,0.1347,0.0239,0.1541,-0.0948,-0.107,-0.0124,0.0025,0.0066,O9.2IbvarNwk,O,C,1,0,-1,3.3,-0.02
HD037788,-12.58,7243,4.42,-0.1,6946,4.12,-0.17,0.2356,-0.2899,7.0541,5.5709,-0.2901,0.1608,1.435,0.049,5.6487,1.8476,-0.0013,0.0334,0.5954,0.8377,0.72,0.2672,0.0987,0.0504,0.4877,-0.0001,0.0018,F0V,F,C,1,0,0,4.12,-0.17
HD037828,194.15,4343,1.28,-1.38,4435,0.92,-1.52,0.6966,6.8186,-6.2545,-2.0114,2.6011,0.619,2.8996,1.491,1.0214,3.6748,0.0364,0.0942,1.3231,1.7998,1.4207,0.888,0.5895,0.2717,1.1255,0.0077,0.0123,G8III,G,C,1,3,0,0.92,-1.52
HD037958,999.99,10373,3.93,0,11619,3.9,-0.21,0.0505,-2.0752,9.2496,7.2882,-0.4401,0.0306,0.2501,-0.252,7.4467,0.2705,0.0188,0.0233,0.2125,0.1451,0.066,0.1636,0.0087,0.0564,0.2973,0.0158,0.0023,B9III/IV,B,D,1,0,-1,3.9,-0.21
HD038145,13.79,7256,3.78,-1.72,7153,3.66,-2.34,0.2296,0.0344,6.201,5.211,0.0627,0.1886,1.5685,0.1863,5.4028,2.0883,-0.0015,0.0373,0.6065,0.9393,0.7859,0.2676,0.1564,0.0445,0.6712,0.0042,0.0037,F0V,F,C,1,0,0,3.66,-2.34
HD038237,12.46,8110,3.69,-1.94,7820,3.67,-2.02,0.1867,-1.7101,10.9995,7.6232,-1.4739,0.0026,1.0692,-0.4156,7.5716,1.3219,-0.0119,0.0243,0.6213,0.715,0.5762,0.1494,0.0456,0.0092,0.551,0.0056,0.0055,A5IV,A,C,1,0,0,3.67,-2.02
HD038270,5.51,9587,3.97,0,9871,3.76,-0.56,0.0008,-3.1091,12.5524,8.8532,-1.6105,-0.0236,0.2724,-0.3899,8.7767,0.1089,0.0098,0.0153,0.0671,-0.0396,0.0527,-0.0093,-0.0365,0.0552,0.7299,0.0053,0.0041,B9.5V,B,C,1,0,0,3.76,-0.56
HD038270,11.09,9587,4.02,0,9803,3.77,-0.54,0.0227,-3.1082,12.4733,8.8382,-1.6517,-0.0436,0.1577,-0.5467,8.7118,0.2242,0.0095,0.0147,0.0846,-0.1194,-0.0685,-0.0124,0.0046,0.0838,0.8653,0.0086,0.0051,B9.5V,B,C,1,0,0,3.77,-0.54
HD038309,13.2,7149,4.13,-0.1,7258,4.32,-0.19,0.3193,-0.0777,7.1835,5.6743,-0.0457,0.2385,1.7072,0.5283,5.8677,2.4966,-0.0012,0.044,0.8542,1.104,0.9876,0.3877,0.2098,0.0982,0.9233,0.009,0.0015,F2V,F,C,1,0,0,4.32,-0.19
HD038529,30.46,5644,3.95,0.35,5438,3.66,0.27,0.5231,5.4845,-4.9437,-0.9309,4.4023,1.0196,3.0467,6.7931,2.4212,5.3201,0.0531,0.1441,2.6343,2.6844,2.1734,1.3288,0.986,0.6411,1.9709,0.0053,0.0075,G8III/IV,G,D,1,3,0,3.66,0.27
